Method,Precision,Recall
deepforest,0.408363448631905,0.9987373737373737
deepforest,0.40857438016528924,0.9987373737373737
deepforest,0.40878552971576226,0.9987373737373737
deepforest,0.4089968976215098,0.9987373737373737
deepforest,0.4092084842214175,0.9987373737373737
deepforest,0.40942028985507245,0.9987373737373737
deepforest,0.4096323148627654,0.9987373737373737
deepforest,0.4098445595854922,0.9987373737373737
deepforest,0.41005702436495595,0.9987373737373737
deepforest,0.41026970954356845,0.9987373737373737
deepforest,0.4104826154644525,0.9987373737373737
deepforest,0.4106957424714434,0.9987373737373737
deepforest,0.4109090909090909,0.9987373737373737
deepforest,0.4111226611226611,0.9987373737373737
deepforest,0.41133645345813835,0.9987373737373737
deepforest,0.41155046826222685,0.9987373737373737
deepforest,0.4117647058823529,0.9987373737373737
deepforest,0.4119791666666667,0.9987373737373737
deepforest,0.41219385096404376,0.9987373737373737
deepforest,0.4124087591240876,0.9987373737373737
deepforest,0.4126238914971309,0.9987373737373737
deepforest,0.41283924843423797,0.9987373737373737
deepforest,0.41305483028720624,0.9987373737373737
deepforest,0.41327063740856845,0.9987373737373737
deepforest,0.41348667015159435,0.9987373737373737
deepforest,0.41370292887029286,0.9987373737373737
deepforest,0.4139194139194139,0.9987373737373737
deepforest,0.41413612565445024,0.9987373737373737
deepforest,0.4143530644316396,0.9987373737373737
deepforest,0.41457023060796644,0.9987373737373737
deepforest,0.41478762454116413,0.9987373737373737
deepforest,0.41500524658971666,0.9987373737373737
deepforest,0.4152230971128609,0.9987373737373737
deepforest,0.41544117647058826,0.9987373737373737
deepforest,0.41565948502364686,0.9987373737373737
deepforest,0.41587802313354366,0.9987373737373737
deepforest,0.41609679116254605,0.9987373737373737
deepforest,0.4163157894736842,0.9987373737373737
deepforest,0.416535018430753,0.9987373737373737
deepforest,0.41675447839831403,0.9987373737373737
deepforest,0.41697416974169743,0.9987373737373737
deepforest,0.4171940928270042,0.9987373737373737
deepforest,0.41741424802110816,0.9987373737373737
deepforest,0.4176346356916579,0.9987373737373737
deepforest,0.4178552562070787,0.9987373737373737
deepforest,0.41807610993657507,0.9987373737373737
deepforest,0.4182971972501322,0.9987373737373737
deepforest,0.4185185185185185,0.9987373737373737
deepforest,0.41874007411328745,0.9987373737373737
deepforest,0.4189618644067797,0.9987373737373737
deepforest,0.41918388977212506,0.9987373737373737
deepforest,0.419406150583245,0.9987373737373737
deepforest,0.4196286472148541,0.9987373737373737
deepforest,0.41985138004246286,0.9987373737373737
deepforest,0.4200743494423792,0.9987373737373737
deepforest,0.42029755579171096,0.9987373737373737
deepforest,0.4205209994683679,0.9987373737373737
deepforest,0.4207446808510638,0.9987373737373737
deepforest,0.42096860031931876,0.9987373737373737
deepforest,0.42119275825346114,0.9987373737373737
deepforest,0.42141715503462973,0.9987373737373737
deepforest,0.4216417910447761,0.9987373737373737
deepforest,0.42186666666666667,0.9987373737373737
deepforest,0.4220917822838847,0.9987373737373737
deepforest,0.4223171382808329,0.9987373737373737
deepforest,0.42254273504273504,0.9987373737373737
deepforest,0.4227685729556387,0.9987373737373737
deepforest,0.4229946524064171,0.9987373737373737
deepforest,0.4232209737827715,0.9987373737373737
deepforest,0.4234475374732334,0.9987373737373737
deepforest,0.42367434386716657,0.9987373737373737
deepforest,0.42390139335476956,0.9987373737373737
deepforest,0.42412868632707773,0.9987373737373737
deepforest,0.42435622317596566,0.9987373737373737
deepforest,0.4245840042941492,0.9987373737373737
deepforest,0.424812030075188,0.9987373737373737
deepforest,0.4250403009134874,0.9987373737373737
deepforest,0.4252688172043011,0.9987373737373737
deepforest,0.42549757934373317,0.9987373737373737
deepforest,0.42572658772874056,0.9987373737373737
deepforest,0.42595584275713516,0.9987373737373737
deepforest,0.4261853448275862,0.9987373737373737
deepforest,0.42641509433962266,0.9987373737373737
deepforest,0.4266450916936354,0.9987373737373737
deepforest,0.4268753372908797,0.9987373737373737
deepforest,0.4271058315334773,0.9987373737373737
deepforest,0.4273365748244192,0.9987373737373737
deepforest,0.4275675675675676,0.9987373737373737
deepforest,0.4277988101676582,0.9987373737373737
deepforest,0.42803030303030304,0.9987373737373737
deepforest,0.4282620465619924,0.9987373737373737
deepforest,0.4284940411700975,0.9987373737373737
deepforest,0.42872628726287265,0.9987373737373737
deepforest,0.4289587852494577,0.9987373737373737
deepforest,0.42919153553988065,0.9987373737373737
deepforest,0.42942453854505974,0.9987373737373737
deepforest,0.4296577946768061,0.9987373737373737
deepforest,0.4298913043478261,0.9987373737373737
deepforest,0.4301250679717238,0.9987373737373737
deepforest,0.43035908596300326,0.9987373737373737
deepforest,0.43059335873707133,0.9987373737373737
deepforest,0.43082788671023964,0.9987373737373737
deepforest,0.4310626702997275,0.9987373737373737
deepforest,0.4312977099236641,0.9987373737373737
deepforest,0.4315330060010911,0.9987373737373737
deepforest,0.4317685589519651,0.9987373737373737
deepforest,0.43200436919716,0.9987373737373737
deepforest,0.43224043715846994,0.9987373737373737
deepforest,0.4324767632586113,0.9987373737373737
deepforest,0.4327133479212254,0.9987373737373737
deepforest,0.4329501915708812,0.9987373737373737
deepforest,0.43318729463307776,0.9987373737373737
deepforest,0.4334246575342466,0.9987373737373737
deepforest,0.4336622807017544,0.9987373737373737
deepforest,0.4339001645639057,0.9987373737373737
deepforest,0.4341383095499451,0.9987373737373737
deepforest,0.4343767160900604,0.9987373737373737
deepforest,0.4346153846153846,0.9987373737373737
deepforest,0.4348543155579989,0.9987373737373737
deepforest,0.4350935093509351,0.9987373737373737
deepforest,0.4353329664281783,0.9987373737373737
deepforest,0.43557268722466963,0.9987373737373737
deepforest,0.43581267217630854,0.9987373737373737
deepforest,0.4360529217199559,0.9987373737373737
deepforest,0.43574186431329287,0.9974747474747475
deepforest,0.4359823399558499,0.9974747474747475
deepforest,0.43622308117062397,0.9974747474747475
deepforest,0.43646408839779005,0.9974747474747475
deepforest,0.4367053620784964,0.9974747474747475
deepforest,0.43694690265486724,0.9974747474747475
deepforest,0.4371887105700055,0.9974747474747475
deepforest,0.4374307862679956,0.9974747474747475
deepforest,0.4376731301939058,0.9974747474747475
deepforest,0.4379157427937916,0.9974747474747475
deepforest,0.4381586245146977,0.9974747474747475
deepforest,0.4384017758046615,0.9974747474747475
deepforest,0.43864519711271516,0.9974747474747475
deepforest,0.4388888888888889,0.9974747474747475
deepforest,0.43913285158421345,0.9974747474747475
deepforest,0.43937708565072303,0.9974747474747475
deepforest,0.43962159154145797,0.9974747474747475
deepforest,0.4398663697104677,0.9974747474747475
deepforest,0.4401114206128134,0.9974747474747475
deepforest,0.4403567447045708,0.9974747474747475
deepforest,0.44060234244283325,0.9974747474747475
deepforest,0.4408482142857143,0.9974747474747475
deepforest,0.44109436069235064,0.9974747474747475
deepforest,0.441340782122905,0.9974747474747475
deepforest,0.44158747903856904,0.9974747474747475
deepforest,0.441834451901566,0.9974747474747475
deepforest,0.44152210408505876,0.9962121212121212
deepforest,0.4417693169092945,0.9962121212121212
deepforest,0.44201680672268906,0.9962121212121212
deepforest,0.4422645739910314,0.9962121212121212
deepforest,0.44251261918115536,0.9962121212121212
deepforest,0.44276094276094274,0.9962121212121212
deepforest,0.4430095451993262,0.9962121212121212
deepforest,0.44325842696629214,0.9962121212121212
deepforest,0.44350758853288363,0.9962121212121212
deepforest,0.4437570303712036,0.9962121212121212
deepforest,0.44400675295441755,0.9962121212121212
deepforest,0.44425675675675674,0.9962121212121212
deepforest,0.4445070422535211,0.9962121212121212
deepforest,0.4447576099210823,0.9962121212121212
deepforest,0.4450084602368866,0.9962121212121212
deepforest,0.4452595936794582,0.9962121212121212
deepforest,0.44551101072840205,0.9962121212121212
deepforest,0.4457627118644068,0.9962121212121212
deepforest,0.44601469756924816,0.9962121212121212
deepforest,0.4462669683257919,0.9962121212121212
deepforest,0.4465195246179966,0.9962121212121212
deepforest,0.4467723669309173,0.9962121212121212
deepforest,0.4470254957507082,0.9962121212121212
deepforest,0.44727891156462585,0.9962121212121212
deepforest,0.44753261486103235,0.9962121212121212
deepforest,0.4477866061293984,0.9962121212121212
deepforest,0.44804088586030666,0.9962121212121212
deepforest,0.44829545454545455,0.9962121212121212
deepforest,0.44855031267765777,0.9962121212121212
deepforest,0.44880546075085326,0.9962121212121212
deepforest,0.44906089926010245,0.9962121212121212
deepforest,0.44931662870159456,0.9962121212121212
deepforest,0.4495726495726496,0.9962121212121212
deepforest,0.44982896237172176,0.9962121212121212
deepforest,0.45008556759840274,0.9962121212121212
deepforest,0.4503424657534247,0.9962121212121212
deepforest,0.45059965733866364,0.9962121212121212
deepforest,0.45085714285714285,0.9962121212121212
deepforest,0.451114922813036,0.9962121212121212
deepforest,0.4513729977116705,0.9962121212121212
deepforest,0.45163136805953064,0.9962121212121212
deepforest,0.4518900343642612,0.9962121212121212
deepforest,0.45157593123209167,0.9949494949494949
deepforest,0.4518348623853211,0.9949494949494949
deepforest,0.4520940906483075,0.9949494949494949
deepforest,0.452353616532721,0.9949494949494949
deepforest,0.45261344055140723,0.9949494949494949
deepforest,0.4528735632183908,0.9949494949494949
deepforest,0.45313398504887864,0.9949494949494949
deepforest,0.4533947065592635,0.9949494949494949
deepforest,0.45365572826712725,0.9949494949494949
deepforest,0.4539170506912442,0.9949494949494949
deepforest,0.454178674351585,0.9949494949494949
deepforest,0.4544405997693195,0.9949494949494949
deepforest,0.45470282746682056,0.9949494949494949
deepforest,0.45496535796766746,0.9949494949494949
deepforest,0.45522819179664936,0.9949494949494949
deepforest,0.4554913294797688,0.9949494949494949
deepforest,0.4557547715442452,0.9949494949494949
deepforest,0.45601851851851855,0.9949494949494949
deepforest,0.45628257093225244,0.9949494949494949
deepforest,0.45654692931633833,0.9949494949494949
deepforest,0.4568115942028986,0.9949494949494949
deepforest,0.45707656612529,0.9949494949494949
deepforest,0.457341845618108,0.9949494949494949
deepforest,0.45760743321718933,0.9949494949494949
deepforest,0.4578733294596165,0.9949494949494949
deepforest,0.45813953488372094,0.9949494949494949
deepforest,0.4584060500290867,0.9949494949494949
deepforest,0.4586728754365541,0.9949494949494949
deepforest,0.4589400116482236,0.9949494949494949
deepforest,0.4592074592074592,0.9949494949494949
deepforest,0.4594752186588921,0.9949494949494949
deepforest,0.4597432905484247,0.9949494949494949
deepforest,0.46001167542323407,0.9949494949494949
deepforest,0.4602803738317757,0.9949494949494949
deepforest,0.4605493863237873,0.9949494949494949
deepforest,0.4608187134502924,0.9949494949494949
deepforest,0.46108835576360446,0.9949494949494949
deepforest,0.4613583138173302,0.9949494949494949
deepforest,0.46162858816637375,0.9949494949494949
deepforest,0.4618991793669402,0.9949494949494949
deepforest,0.4621700879765396,0.9949494949494949
deepforest,0.4618544600938967,0.9936868686868687
deepforest,0.46212566059894306,0.9936868686868687
deepforest,0.46239717978848416,0.9936868686868687
deepforest,0.4626690182245738,0.9936868686868687
deepforest,0.46294117647058824,0.9936868686868687
deepforest,0.46321365509123014,0.9936868686868687
deepforest,0.4634864546525324,0.9936868686868687
deepforest,0.4637595757218621,0.9936868686868687
deepforest,0.46403301886792453,0.9936868686868687
deepforest,0.46430678466076697,0.9936868686868687
deepforest,0.46458087367178275,0.9936868686868687
deepforest,0.4648552864737153,0.9936868686868687
deepforest,0.4651300236406619,0.9936868686868687
deepforest,0.46540508574807804,0.9936868686868687
deepforest,0.46568047337278107,0.9936868686868687
deepforest,0.4659561870929544,0.9936868686868687
deepforest,0.4662322274881517,0.9936868686868687
deepforest,0.46650859513930054,0.9936868686868687
deepforest,0.466785290628707,0.9936868686868687
deepforest,0.46706231454005936,0.9936868686868687
deepforest,0.4673396674584323,0.9936868686868687
deepforest,0.46761734997029114,0.9936868686868687
deepforest,0.46789536266349585,0.9936868686868687
deepforest,0.4681737061273052,0.9936868686868687
deepforest,0.46845238095238095,0.9936868686868687
deepforest,0.46873138773079215,0.9936868686868687
deepforest,0.4684147794994041,0.9924242424242424
deepforest,0.46869409660107336,0.9924242424242424
deepforest,0.46897374701670647,0.9924242424242424
deepforest,0.4692537313432836,0.9924242424242424
deepforest,0.46953405017921146,0.9924242424242424
deepforest,0.46921697549312613,0.9911616161616161
deepforest,0.4694976076555024,0.9911616161616161
deepforest,0.4697785757031718,0.9911616161616161
deepforest,0.47005988023952094,0.9911616161616161
deepforest,0.4703415218693829,0.9911616161616161
deepforest,0.4706235011990408,0.9911616161616161
deepforest,0.4709058188362327,0.9911616161616161
deepforest,0.47118847539015607,0.9911616161616161
deepforest,0.47147147147147145,0.9911616161616161
deepforest,0.4717548076923077,0.9911616161616161
deepforest,0.4714371617558629,0.98989898989899
deepforest,0.4717208182912154,0.98989898989899
deepforest,0.4720048163756773,0.98989898989899
deepforest,0.472289156626506,0.98989898989899
deepforest,0.47257383966244726,0.98989898989899
deepforest,0.47285886610373945,0.98989898989899
deepforest,0.4731442365721183,0.98989898989899
deepforest,0.47342995169082125,0.98989898989899
deepforest,0.47371601208459213,0.98989898989899
deepforest,0.4740024183796856,0.98989898989899
deepforest,0.47428917120387176,0.98989898989899
deepforest,0.4745762711864407,0.98989898989899
deepforest,0.47486371895820717,0.98989898989899
deepforest,0.47515151515151516,0.98989898989899
deepforest,0.47543966040024255,0.98989898989899
deepforest,0.47572815533980584,0.98989898989899
deepforest,0.47601700060716456,0.98989898989899
deepforest,0.47630619684082626,0.98989898989899
deepforest,0.4765957446808511,0.98989898989899
deepforest,0.4768856447688564,0.98989898989899
deepforest,0.47717589774802194,0.98989898989899
deepforest,0.4774665042630938,0.98989898989899
deepforest,0.47775746496039,0.98989898989899
deepforest,0.47804878048780486,0.98989898989899
deepforest,0.4783404514948139,0.98989898989899
deepforest,0.47863247863247865,0.98989898989899
deepforest,0.47892486255345146,0.98989898989899
deepforest,0.4792176039119804,0.98989898989899
deepforest,0.4795107033639144,0.98989898989899
deepforest,0.47980416156670747,0.98989898989899
deepforest,0.4800979791794244,0.98989898989899
deepforest,0.4803921568627451,0.98989898989899
deepforest,0.48068669527896996,0.98989898989899
deepforest,0.48098159509202454,0.98989898989899
deepforest,0.4812768569674647,0.98989898989899
deepforest,0.48157248157248156,0.98989898989899
deepforest,0.48186846957590657,0.98989898989899
deepforest,0.4821648216482165,0.98989898989899
deepforest,0.48246153846153844,0.98989898989899
deepforest,0.48214285714285715,0.9886363636363636
deepforest,0.4824399260628466,0.9886363636363636
deepforest,0.48273736128236744,0.9886363636363636
deepforest,0.48303516347933373,0.9886363636363636
deepforest,0.48333333333333334,0.9886363636363636
deepforest,0.4836318715256331,0.9886363636363636
deepforest,0.48393077873918416,0.9886363636363636
deepforest,0.4842300556586271,0.9886363636363636
deepforest,0.484529702970297,0.9886363636363636
deepforest,0.4848297213622291,0.9886363636363636
deepforest,0.4851301115241636,0.9886363636363636
deepforest,0.4848109113453193,0.9873737373737373
deepforest,0.4851116625310174,0.9873737373737373
deepforest,0.48541278708876473,0.9873737373737373
deepforest,0.4857142857142857,0.9873737373737373
deepforest,0.4860161591050342,0.9873737373737373
deepforest,0.486318407960199,0.9873737373737373
deepforest,0.4866210329807094,0.9873737373737373
deepforest,0.48692403486924035,0.9873737373737373
deepforest,0.48722741433021804,0.9873737373737373
deepforest,0.48753117206982544,0.9873737373737373
deepforest,0.4878353087960075,0.9873737373737373
deepforest,0.48813982521847693,0.9873737373737373
deepforest,0.4884447220487195,0.9873737373737373
deepforest,0.48875,0.9873737373737373
deepforest,0.4890556597873671,0.9873737373737373
deepforest,0.48936170212765956,0.9873737373737373
deepforest,0.48904195366311837,0.9861111111111112
deepforest,0.4893483709273183,0.9861111111111112
deepforest,0.4896551724137931,0.9861111111111112
deepforest,0.48996235884567124,0.9861111111111112
deepforest,0.49026993094789706,0.9861111111111112
deepforest,0.4905778894472362,0.9861111111111112
deepforest,0.4908862350722816,0.9861111111111112
deepforest,0.4911949685534591,0.9861111111111112
deepforest,0.49150409062303335,0.9861111111111112
deepforest,0.49181360201511337,0.9861111111111112
deepforest,0.4921235034656585,0.9861111111111112
deepforest,0.49243379571248425,0.9861111111111112
deepforest,0.4927444794952681,0.9861111111111112
deepforest,0.4930555555555556,0.9861111111111112
deepforest,0.4933670246367656,0.9861111111111112
deepforest,0.4936788874841972,0.9861111111111112
deepforest,0.4939911448450348,0.9861111111111112
deepforest,0.49430379746835446,0.9861111111111112
deepforest,0.49461684610512985,0.9861111111111112
deepforest,0.49493029150823825,0.9861111111111112
deepforest,0.49524413443246673,0.9861111111111112
deepforest,0.49555837563451777,0.9861111111111112
deepforest,0.49587301587301585,0.9861111111111112
deepforest,0.49618805590851334,0.9861111111111112
deepforest,0.4965034965034965,0.9861111111111112
deepforest,0.49681933842239184,0.9861111111111112
deepforest,0.49713558243157224,0.9861111111111112
deepforest,0.49745222929936306,0.9861111111111112
deepforest,0.49776927979604846,0.9861111111111112
deepforest,0.49808673469387754,0.9861111111111112
deepforest,0.49840459476707083,0.9861111111111112
deepforest,0.4987228607918263,0.9861111111111112
deepforest,0.49904153354632586,0.9861111111111112
deepforest,0.4993606138107417,0.9861111111111112
deepforest,0.4996801023672425,0.9861111111111112
deepforest,0.5,0.9861111111111112
deepforest,0.5003203074951954,0.9861111111111112
deepforest,0.5006410256410256,0.9861111111111112
deepforest,0.50096215522771,0.9861111111111112
deepforest,0.5012836970474968,0.9861111111111112
deepforest,0.5016056518946692,0.9861111111111112
deepforest,0.5019280205655527,0.9861111111111112
deepforest,0.5022508038585209,0.9861111111111112
deepforest,0.5025740025740025,0.9861111111111112
deepforest,0.5028976175144881,0.9861111111111112
deepforest,0.5032216494845361,0.9861111111111112
deepforest,0.5035460992907801,0.9861111111111112
deepforest,0.5038709677419355,0.9861111111111112
deepforest,0.5041962556488057,0.9861111111111112
deepforest,0.5045219638242894,0.9861111111111112
deepforest,0.5048480930833872,0.9861111111111112
deepforest,0.5051746442432082,0.9861111111111112
deepforest,0.5055016181229773,0.9861111111111112
deepforest,0.5058290155440415,0.9861111111111112
deepforest,0.5061568373298768,0.9861111111111112
deepforest,0.506485084306096,0.9861111111111112
deepforest,0.5068137573004543,0.9861111111111112
deepforest,0.5071428571428571,0.9861111111111112
deepforest,0.50682261208577,0.9848484848484849
deepforest,0.5071521456436932,0.9848484848484849
deepforest,0.5074821080026025,0.9848484848484849
deepforest,0.5078125,0.9848484848484849
deepforest,0.50814332247557,0.9848484848484849
deepforest,0.5084745762711864,0.9848484848484849
deepforest,0.5088062622309197,0.9848484848484849
deepforest,0.5091383812010444,0.9848484848484849
deepforest,0.5094709340300457,0.9848484848484849
deepforest,0.5098039215686274,0.9848484848484849
deepforest,0.5101373446697187,0.9848484848484849
deepforest,0.5104712041884817,0.9848484848484849
deepforest,0.5108055009823183,0.9848484848484849
deepforest,0.5111402359108781,0.9848484848484849
deepforest,0.5114754098360655,0.9848484848484849
deepforest,0.5118110236220472,0.9848484848484849
deepforest,0.5121470781352594,0.9848484848484849
deepforest,0.5124835742444153,0.9848484848484849
deepforest,0.5128205128205128,0.9848484848484849
deepforest,0.5131578947368421,0.9848484848484849
deepforest,0.5134957208689928,0.9848484848484849
deepforest,0.5138339920948617,0.9848484848484849
deepforest,0.5141727092946605,0.9848484848484849
deepforest,0.5145118733509235,0.9848484848484849
deepforest,0.5148514851485149,0.9848484848484849
deepforest,0.5151915455746368,0.9848484848484849
deepforest,0.5155320555188367,0.9848484848484849
deepforest,0.5158730158730159,0.9848484848484849
deepforest,0.5162144275314361,0.9848484848484849
deepforest,0.5165562913907285,0.9848484848484849
deepforest,0.5168986083499006,0.9848484848484849
deepforest,0.5172413793103449,0.9848484848484849
deepforest,0.517584605175846,0.9848484848484849
deepforest,0.5179282868525896,0.9848484848484849
deepforest,0.5182724252491694,0.9848484848484849
deepforest,0.5186170212765957,0.9848484848484849
deepforest,0.5189620758483033,0.9848484848484849
deepforest,0.5193075898801598,0.9848484848484849
deepforest,0.519653564290473,0.9848484848484849
deepforest,0.52,0.9848484848484849
deepforest,0.5203468979319547,0.9848484848484849
deepforest,0.520694259012016,0.9848484848484849
deepforest,0.5210420841683366,0.9848484848484849
deepforest,0.5213903743315508,0.9848484848484849
deepforest,0.5217391304347826,0.9848484848484849
deepforest,0.5220883534136547,0.9848484848484849
deepforest,0.522438044206296,0.9848484848484849
deepforest,0.5227882037533512,0.9848484848484849
deepforest,0.5231388329979879,0.9848484848484849
deepforest,0.5234899328859061,0.9848484848484849
deepforest,0.5231699126930826,0.9835858585858586
deepforest,0.5235215053763441,0.9835858585858586
deepforest,0.5238735709482178,0.9835858585858586
deepforest,0.5242261103633916,0.9835858585858586
deepforest,0.5245791245791246,0.9835858585858586
deepforest,0.5249326145552561,0.9835858585858586
deepforest,0.5252865812542145,0.9835858585858586
deepforest,0.5256410256410257,0.9835858585858586
deepforest,0.5259959486833221,0.9835858585858586
deepforest,0.5263513513513514,0.9835858585858586
deepforest,0.5267072346179851,0.9835858585858586
deepforest,0.527063599458728,0.9835858585858586
deepforest,0.5274204468517265,0.9835858585858586
deepforest,0.5277777777777778,0.9835858585858586
deepforest,0.528135593220339,0.9835858585858586
deepforest,0.5284938941655359,0.9835858585858586
deepforest,0.5288526816021725,0.9835858585858586
deepforest,0.5292119565217391,0.9835858585858586
deepforest,0.5295717199184229,0.9835858585858586
deepforest,0.5299319727891156,0.9835858585858586
deepforest,0.5302927161334241,0.9835858585858586
deepforest,0.5306539509536785,0.9835858585858586
deepforest,0.5303340149965917,0.9823232323232324
deepforest,0.5306957708049114,0.9823232323232324
deepforest,0.5310580204778157,0.9823232323232324
deepforest,0.5314207650273224,0.9823232323232324
deepforest,0.531784005468216,0.9823232323232324
deepforest,0.5321477428180574,0.9823232323232324
deepforest,0.5325119780971937,0.9823232323232324
deepforest,0.5328767123287671,0.9823232323232324
deepforest,0.5332419465387251,0.9823232323232324
deepforest,0.53360768175583,0.9823232323232324
deepforest,0.5339739190116678,0.9823232323232324
deepforest,0.5343406593406593,0.9823232323232324
deepforest,0.5347079037800687,0.9823232323232324
deepforest,0.5350756533700137,0.9823232323232324
deepforest,0.5354439091534756,0.9823232323232324
deepforest,0.5358126721763086,0.9823232323232324
deepforest,0.5361819434872501,0.9823232323232324
deepforest,0.5365517241379311,0.9823232323232324
deepforest,0.5369220151828847,0.9823232323232324
deepforest,0.537292817679558,0.9823232323232324
deepforest,0.5376641326883207,0.9823232323232324
deepforest,0.5380359612724758,0.9823232323232324
deepforest,0.5384083044982699,0.9823232323232324
deepforest,0.538781163434903,0.9823232323232324
deepforest,0.5384615384615384,0.9810606060606061
deepforest,0.5388349514563107,0.9810606060606061
deepforest,0.5392088827203331,0.9810606060606061
deepforest,0.5395833333333333,0.9810606060606061
deepforest,0.5399583043780403,0.9810606060606061
deepforest,0.5403337969401947,0.9810606060606061
deepforest,0.5407098121085595,0.9810606060606061
deepforest,0.5410863509749304,0.9810606060606061
deepforest,0.5414634146341464,0.9810606060606061
deepforest,0.5418410041841004,0.9810606060606061
deepforest,0.5422191207257502,0.9810606060606061
deepforest,0.5425977653631285,0.9810606060606061
deepforest,0.5429769392033543,0.9810606060606061
deepforest,0.5433566433566434,0.9810606060606061
deepforest,0.5437368789363191,0.9810606060606061
deepforest,0.5441176470588235,0.9810606060606061
deepforest,0.5444989488437281,0.9810606060606061
deepforest,0.5448807854137447,0.9810606060606061
deepforest,0.5452631578947369,0.9810606060606061
deepforest,0.5456460674157303,0.9810606060606061
deepforest,0.5460295151089248,0.9810606060606061
deepforest,0.5464135021097046,0.9810606060606061
deepforest,0.5467980295566502,0.9810606060606061
deepforest,0.5471830985915493,0.9810606060606061
deepforest,0.547568710359408,0.9810606060606061
deepforest,0.5479548660084627,0.9810606060606061
deepforest,0.5483415666901905,0.9810606060606061
deepforest,0.548728813559322,0.9810606060606061
deepforest,0.5491166077738516,0.9810606060606061
deepforest,0.5495049504950495,0.9810606060606061
deepforest,0.5498938428874734,0.9810606060606061
deepforest,0.5502832861189801,0.9810606060606061
deepforest,0.5506732813607371,0.9810606060606061
deepforest,0.551063829787234,0.9810606060606061
deepforest,0.5514549325762953,0.9810606060606061
deepforest,0.5518465909090909,0.9810606060606061
deepforest,0.5522388059701493,0.9810606060606061
deepforest,0.5526315789473685,0.9810606060606061
deepforest,0.5530249110320284,0.9810606060606061
deepforest,0.5534188034188035,0.9810606060606061
deepforest,0.5538132573057734,0.9810606060606061
deepforest,0.5542082738944365,0.9810606060606061
deepforest,0.5546038543897216,0.9810606060606061
deepforest,0.555,0.9810606060606061
deepforest,0.5553967119370979,0.9810606060606061
deepforest,0.555793991416309,0.9810606060606061
deepforest,0.5561918396564066,0.9810606060606061
deepforest,0.5565902578796562,0.9810606060606061
deepforest,0.556989247311828,0.9810606060606061
deepforest,0.5573888091822095,0.9810606060606061
deepforest,0.5577889447236181,0.9810606060606061
deepforest,0.5581896551724138,0.9810606060606061
deepforest,0.5585909417685119,0.9810606060606061
deepforest,0.5589928057553957,0.9810606060606061
deepforest,0.5593952483801296,0.9810606060606061
deepforest,0.5597982708933718,0.9810606060606061
deepforest,0.5602018745493872,0.9810606060606061
